hex_id,weather_profile,step_policy,access_cost_m4_senior_min,access_cost_m4_senior_reachable,senior_vulnerability_m4,senior_vulnerable_m4,senior_hidden_m4,access_min_speed_very_slow,access_min_speed_slow,access_min_speed_base,access_min_speed_optimistic
8930e0368afffff,dry,steps_allowed,1.4566229339446872,True,0.002866976266523148,False,False,1.8728009150717408,1.638700800687773,1.4566229339446872,1.225196860327307
8930e0368b3ffff,dry,steps_allowed,5.187397629271429,True,0.01435962848512285,False,False,6.669511237634694,5.835822332930357,5.187397629271429,4.363231650789052
8930e036907ffff,dry,steps_allowed,13.309983201254639,True,0.09652873477755884,True,False,17.11283554447025,14.973731101411468,13.309983201254639,11.19531297301792
8930e036913ffff,dry,steps_allowed,3.3230770835459347,True,0.02101044086381227,False,False,4.2725276788447735,3.7384617189891767,3.3230770835459347,2.795111565599384
8930e03691bffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036983ffff,dry,steps_allowed,2.499396747410647,True,0.013517252158758668,False,False,3.2135101038136895,2.811821340836978,2.499396747410647,2.1022963295977406
8930e03698bffff,dry,steps_allowed,2.4948788270790154,True,0.015773146650649245,False,False,3.2077013491015913,2.8067386804638925,2.4948788270790154,2.09849620969263
8930e03698fffff,dry,steps_allowed,3.0429971914127565,True,0.01809349860624539,False,False,3.9124249603878303,3.423371840339351,3.0429971914127565,2.559530347917272
8930e036993ffff,dry,steps_allowed,3.509168742590978,True,0.018115634082778227,False,False,4.5117883833312575,3.9478148354148503,3.509168742590978,2.9516372601232526
8930e03699bffff,dry,steps_allowed,3.5390989110654933,True,0.02230678192731213,False,False,4.550270028512777,3.98148627494868,3.5390989110654933,2.976812168185929
8930e0369a3ffff,dry,steps_allowed,3.409720931979489,True,0.01737096238014378,False,False,4.383926912545057,3.835936048476925,3.409720931979489,2.86798956895471
8930e0369a7ffff,dry,steps_allowed,4.1801260840403005,True,0.019964495036215887,False,False,5.37444782233753,4.702641844545338,4.1801260840403005,3.515993902463804
8930e0369afffff,dry,steps_allowed,4.0541630198687235,True,0.028459195418200477,True,True,5.212495311259787,4.560933397352314,4.0541630198687235,3.4100436615718235
8930e0369b3ffff,dry,steps_allowed,8.994068125245464,True,0.05807462726127722,True,False,11.563801875315598,10.118326640901147,8.994068125245464,7.565104030580297
8930e0369b7ffff,dry,steps_allowed,6.9304839217897705,True,0.0381960833807232,True,True,8.910622185158276,7.796794412013492,6.9304839217897705,5.829378999636256
8930e0369bbffff,dry,steps_allowed,2.7358702346035897,True,0.015499141157133202,False,False,3.51754744449033,3.0778540139290382,2.7358702346035897,2.301199262750683
8930e0369c7ffff,dry,steps_allowed,2.9056438341991235,True,0.018369685955645015,False,False,3.735827786827445,3.268849313474014,2.9056438341991235,2.443999486709543
8930e0369d7ffff,dry,steps_allowed,7.9393040518108124,True,0.045198545742059816,True,True,10.207676638042473,8.931717058287164,7.9393040518108124,6.677919295915636
8930e036abbffff,dry,steps_allowed,2.556601573387839,True,0.003796650000575566,False,False,3.2870591657843646,2.8761767700613188,2.556601573387839,2.150412538363603
8930e036c03ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036c07ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036c0bffff,dry,steps_allowed,1.4191989804512084,True,0.006217121130817506,False,False,1.824684403437268,1.5965988530076094,1.4191989804512084,1.1937187686038202
8930e036c0fffff,dry,steps_allowed,3.549842506249882,True,0.015555410973886442,False,False,4.564083222321277,3.993572819531117,3.549842506249882,2.985848837032611
8930e036c13ffff,dry,steps_allowed,4.251099482257223,True,0.02095354297354584,False,False,5.465699334330715,4.782486917539376,4.251099482257223,3.5756911533004674
8930e036c17ffff,dry,steps_allowed,0.0,True,0.0,False,False,0.0,0.0,0.0,0.0
8930e036c1bffff,dry,steps_allowed,2.7910542657342887,True,0.01918653089806926,False,False,3.5884983416583713,3.139936048951075,2.7910542657342887,2.347615737533514
8930e036c23ffff,dry,steps_allowed,2.8161372110347487,True,0.011962420896615209,False,False,3.6207478427589628,3.1681543624140924,2.8161372110347487,2.368713541991845
8930e036c27ffff,dry,steps_allowed,6.2085666646599265,True,0.02532349737666782,True,True,7.9824428545627635,6.984637497742417,6.2085666646599265,5.222158876816761
8930e036c33ffff,dry,steps_allowed,4.484128492521714,True,0.019107509874125548,False,False,5.7653080618136325,5.044644554086928,4.484128492521714,3.7716968628687315
